model_node,model,score,test_node,discrepancy,method,threshold,sample pair calculation,experiment,std
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.92,pi2,0.06,MMD OCSVM Verify,0.55,True,1,True
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.92,pi4,0.0,MMD OCSVM Verify,0.33,True,1,True
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.92,pi3,0.0,MMD OCSVM Verify,0.92,True,1,True
pi2,SVR(C=10),0.99,pi3,0.08,OCSVM,0.42,False,1,True
pi2,SVR(C=10),0.99,pi4,0.09,OCSVM,0.75,False,1,True
pi2,SVR(C=10),0.99,pi5,0.71,OCSVM,0.06,False,1,True
pi3,"SVR(C=100, epsilon=0.01)",0.98,pi2,0.06,OCSVM,0.63,False,1,True
pi3,"SVR(C=100, epsilon=0.01)",0.98,pi4,0.07,OCSVM,0.67,False,1,True
pi3,"SVR(C=100, epsilon=0.01)",0.98,pi5,0.89,OCSVM,0.07,False,1,True
pi4,"SVR(C=100, epsilon=0.2)",0.97,pi2,0.03,OCSVM,0.9,False,1,True
pi4,"SVR(C=100, epsilon=0.2)",0.97,pi3,0.06,OCSVM,0.98,False,1,True
pi4,"SVR(C=100, epsilon=0.2)",0.97,pi5,0.67,OCSVM,0.29,False,1,True
pi5,"SVR(C=10, epsilon=0.5)",0.52,pi2,0.11,OCSVM,0.85,False,1,True
pi5,"SVR(C=10, epsilon=0.5)",0.52,pi3,0.02,OCSVM,0.89,False,1,True
pi5,"SVR(C=10, epsilon=0.5)",0.52,pi4,0.2,OCSVM,0.93,False,1,True
pi2,SVR(kernel='linear'),0.99,pi3,0.06,OCSVM,0.42,False,1,True
pi2,SVR(kernel='linear'),0.99,pi4,0.07,OCSVM,0.75,False,1,True
pi2,SVR(kernel='linear'),0.99,pi5,0.75,OCSVM,0.06,False,1,True
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.92,pi2,0.06,OCSVM,0.63,False,1,True
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.92,pi4,0.0,OCSVM,0.67,False,1,True
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.92,pi5,0.68,OCSVM,0.07,False,1,True
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.92,pi2,0.06,OCSVM,0.9,False,1,True
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.92,pi3,0.0,OCSVM,0.98,False,1,True
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.92,pi5,0.67,OCSVM,0.29,False,1,True
pi5,"SVR(C=0.1, epsilon=1, kernel='linear')",0.39,pi2,0.48,OCSVM,0.85,False,1,True
pi5,"SVR(C=0.1, epsilon=1, kernel='linear')",0.39,pi3,0.43,OCSVM,0.89,False,1,True
pi5,"SVR(C=0.1, epsilon=1, kernel='linear')",0.39,pi4,0.42,OCSVM,0.93,False,1,True
pi2,SVR(C=10),0.99,pi3,0.08,MMD OCSVM Verify,0.42,False,1,True
pi3,"SVR(C=100, epsilon=0.01)",0.98,pi2,0.06,MMD OCSVM Verify,0.63,False,1,True
pi3,"SVR(C=100, epsilon=0.01)",0.98,pi4,0.07,MMD OCSVM Verify,0.67,False,1,True
pi4,"SVR(C=100, epsilon=0.2)",0.97,pi3,0.06,MMD OCSVM Verify,0.98,False,1,True
pi2,SVR(kernel='linear'),0.99,pi3,0.06,MMD OCSVM Verify,0.42,False,1,True
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.92,pi2,0.06,MMD OCSVM Verify,0.63,False,1,True
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.92,pi4,0.0,MMD OCSVM Verify,0.67,False,1,True
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.92,pi3,0.0,MMD OCSVM Verify,0.98,False,1,True
pi2,"SVR(C=0.1, epsilon=0.5)",0.32,pi3,0.08,MMD,0.03,True,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi2,0.32,MMD,0.03,True,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi5,0.59,MMD,0.03,True,2,True
pi5,"SVR(C=10, epsilon=0.5)",0.39,pi3,0.1,MMD,0.03,True,2,True
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.26,pi3,0.13,MMD,0.03,True,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi2,0.25,MMD,0.03,True,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi5,0.18,MMD,0.03,True,2,True
pi5,SVR(kernel='linear'),0.29,pi3,0.16,MMD,0.03,True,2,True
pi2,"SVR(C=0.1, epsilon=0.5)",0.32,pi3,0.08,OCSVM,0.31,True,2,True
pi2,"SVR(C=0.1, epsilon=0.5)",0.32,pi4,0.63,OCSVM,0.19,True,2,True
pi2,"SVR(C=0.1, epsilon=0.5)",0.32,pi5,0.23,OCSVM,0.38,True,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi2,0.32,OCSVM,0.73,True,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi4,1.39,OCSVM,0.45,True,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi5,0.59,OCSVM,0.74,True,2,True
pi4,"SVR(C=10, epsilon=0.5)",0.34,pi2,0.82,OCSVM,0.64,True,2,True
pi4,"SVR(C=10, epsilon=0.5)",0.34,pi3,0.61,OCSVM,0.65,True,2,True
pi4,"SVR(C=10, epsilon=0.5)",0.34,pi5,0.51,OCSVM,0.75,True,2,True
pi5,"SVR(C=10, epsilon=0.5)",0.39,pi2,0.4,OCSVM,0.75,True,2,True
pi5,"SVR(C=10, epsilon=0.5)",0.39,pi3,0.1,OCSVM,0.78,True,2,True
pi5,"SVR(C=10, epsilon=0.5)",0.39,pi4,1.13,OCSVM,0.4,True,2,True
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.26,pi3,0.13,OCSVM,0.31,True,2,True
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.26,pi4,0.46,OCSVM,0.19,True,2,True
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.26,pi5,0.02,OCSVM,0.38,True,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi2,0.25,OCSVM,0.73,True,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi4,0.9,OCSVM,0.45,True,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi5,0.18,OCSVM,0.74,True,2,True
pi4,"SVR(C=0.0001, kernel='linear')",-0.0,pi2,0.0,OCSVM,0.64,True,2,True
pi4,"SVR(C=0.0001, kernel='linear')",-0.0,pi3,0.01,OCSVM,0.65,True,2,True
pi4,"SVR(C=0.0001, kernel='linear')",-0.0,pi5,0.01,OCSVM,0.75,True,2,True
pi5,SVR(kernel='linear'),0.29,pi2,0.07,OCSVM,0.75,True,2,True
pi5,SVR(kernel='linear'),0.29,pi3,0.16,OCSVM,0.78,True,2,True
pi5,SVR(kernel='linear'),0.29,pi4,0.65,OCSVM,0.4,True,2,True
pi2,"SVR(C=0.1, epsilon=0.5)",0.32,pi3,0.08,MMD OCSVM Verify,0.31,True,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi2,0.32,MMD OCSVM Verify,0.73,True,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi5,0.59,MMD OCSVM Verify,0.74,True,2,True
pi5,"SVR(C=10, epsilon=0.5)",0.39,pi3,0.1,MMD OCSVM Verify,0.78,True,2,True
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.26,pi3,0.13,MMD OCSVM Verify,0.31,True,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi2,0.25,MMD OCSVM Verify,0.73,True,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi5,0.18,MMD OCSVM Verify,0.74,True,2,True
pi5,SVR(kernel='linear'),0.29,pi3,0.16,MMD OCSVM Verify,0.78,True,2,True
pi2,"SVR(C=0.1, epsilon=0.5)",0.32,pi3,0.08,OCSVM,0.48,False,2,True
pi2,"SVR(C=0.1, epsilon=0.5)",0.32,pi4,0.63,OCSVM,0.14,False,2,True
pi2,"SVR(C=0.1, epsilon=0.5)",0.32,pi5,0.23,OCSVM,1.11,False,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi2,0.32,OCSVM,0.82,False,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi4,1.39,OCSVM,0.41,False,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi5,0.59,OCSVM,1.44,False,2,True
pi4,"SVR(C=10, epsilon=0.5)",0.34,pi2,0.82,OCSVM,0.7,False,2,True
pi4,"SVR(C=10, epsilon=0.5)",0.34,pi3,0.61,OCSVM,0.7,False,2,True
pi4,"SVR(C=10, epsilon=0.5)",0.34,pi5,0.51,OCSVM,1.23,False,2,True
pi5,"SVR(C=10, epsilon=0.5)",0.39,pi2,0.4,OCSVM,0.84,False,2,True
pi5,"SVR(C=10, epsilon=0.5)",0.39,pi3,0.1,OCSVM,0.9,False,2,True
pi5,"SVR(C=10, epsilon=0.5)",0.39,pi4,1.13,OCSVM,0.34,False,2,True
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.26,pi3,0.13,OCSVM,0.48,False,2,True
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.26,pi4,0.46,OCSVM,0.14,False,2,True
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.26,pi5,0.02,OCSVM,1.11,False,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi2,0.25,OCSVM,0.82,False,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi4,0.9,OCSVM,0.41,False,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi5,0.18,OCSVM,1.44,False,2,True
pi4,"SVR(C=0.0001, kernel='linear')",-0.0,pi2,0.0,OCSVM,0.7,False,2,True
pi4,"SVR(C=0.0001, kernel='linear')",-0.0,pi3,0.01,OCSVM,0.7,False,2,True
pi4,"SVR(C=0.0001, kernel='linear')",-0.0,pi5,0.01,OCSVM,1.23,False,2,True
pi5,SVR(kernel='linear'),0.29,pi2,0.07,OCSVM,0.84,False,2,True
pi5,SVR(kernel='linear'),0.29,pi3,0.16,OCSVM,0.9,False,2,True
pi5,SVR(kernel='linear'),0.29,pi4,0.65,OCSVM,0.34,False,2,True
pi2,"SVR(C=0.1, epsilon=0.5)",0.32,pi3,0.08,MMD OCSVM Verify,0.48,False,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi2,0.32,MMD OCSVM Verify,0.82,False,2,True
pi3,"SVR(C=1, epsilon=0.5)",0.61,pi5,0.59,MMD OCSVM Verify,1.44,False,2,True
pi5,"SVR(C=10, epsilon=0.5)",0.39,pi3,0.1,MMD OCSVM Verify,0.9,False,2,True
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.26,pi3,0.13,MMD OCSVM Verify,0.48,False,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi2,0.25,MMD OCSVM Verify,0.82,False,2,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.44,pi5,0.18,MMD OCSVM Verify,1.44,False,2,True
pi5,SVR(kernel='linear'),0.29,pi3,0.16,MMD OCSVM Verify,0.9,False,2,True
pi2,SVR(C=100),0.95,pi4,0.02,MMD,0.02,True,3,True
pi4,SVR(C=10),0.99,pi2,0.05,MMD,0.02,True,3,True
pi2,SVR(kernel='linear'),0.95,pi4,0.04,MMD,0.02,True,3,True
pi4,"SVR(C=100, kernel='linear')",0.98,pi2,0.04,MMD,0.02,True,3,True
pi2,SVR(C=100),0.95,pi3,1.1,OCSVM,0.2,True,3,True
pi2,SVR(C=100),0.95,pi4,0.02,OCSVM,0.95,True,3,True
pi2,SVR(C=100),0.95,pi5,0.64,OCSVM,0.5,True,3,True
pi3,"SVR(C=100, epsilon=0.2)",0.19,pi2,0.27,OCSVM,0.95,True,3,True
pi3,"SVR(C=100, epsilon=0.2)",0.19,pi4,0.21,OCSVM,0.83,True,3,True
pi3,"SVR(C=100, epsilon=0.2)",0.19,pi5,0.07,OCSVM,0.88,True,3,True
pi4,SVR(C=10),0.99,pi2,0.05,OCSVM,0.73,True,3,True
pi4,SVR(C=10),0.99,pi3,1.26,OCSVM,0.09,True,3,True
pi4,SVR(C=10),0.99,pi5,0.76,OCSVM,0.37,True,3,True
pi5,"SVR(C=1, epsilon=0.5)",0.57,pi2,0.08,OCSVM,0.77,True,3,True
pi5,"SVR(C=1, epsilon=0.5)",0.57,pi3,0.62,OCSVM,0.12,True,3,True
pi5,"SVR(C=1, epsilon=0.5)",0.57,pi4,0.12,OCSVM,0.82,True,3,True
pi2,SVR(kernel='linear'),0.95,pi3,1.35,OCSVM,0.2,True,3,True
pi2,SVR(kernel='linear'),0.95,pi4,0.04,OCSVM,0.95,True,3,True
pi2,SVR(kernel='linear'),0.95,pi5,0.61,OCSVM,0.5,True,3,True
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.07,pi2,0.23,OCSVM,0.95,True,3,True
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.07,pi4,0.24,OCSVM,0.83,True,3,True
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.07,pi5,0.12,OCSVM,0.88,True,3,True
pi4,"SVR(C=100, kernel='linear')",0.98,pi2,0.04,OCSVM,0.73,True,3,True
pi4,"SVR(C=100, kernel='linear')",0.98,pi3,1.42,OCSVM,0.09,True,3,True
pi4,"SVR(C=100, kernel='linear')",0.98,pi5,0.66,OCSVM,0.37,True,3,True
pi5,"SVR(C=100, epsilon=0.5, kernel='linear')",0.39,pi2,0.34,OCSVM,0.77,True,3,True
pi5,"SVR(C=100, epsilon=0.5, kernel='linear')",0.39,pi3,0.36,OCSVM,0.12,True,3,True
pi5,"SVR(C=100, epsilon=0.5, kernel='linear')",0.39,pi4,0.36,OCSVM,0.82,True,3,True
pi2,SVR(C=100),0.95,pi4,0.02,MMD OCSVM Verify,0.95,True,3,True
pi4,SVR(C=10),0.99,pi2,0.05,MMD OCSVM Verify,0.73,True,3,True
pi2,SVR(kernel='linear'),0.95,pi4,0.04,MMD OCSVM Verify,0.95,True,3,True
pi4,"SVR(C=100, kernel='linear')",0.98,pi2,0.04,MMD OCSVM Verify,0.73,True,3,True
pi2,SVR(C=100),0.95,pi3,1.1,OCSVM,0.2,False,3,True
pi2,SVR(C=100),0.95,pi4,0.02,OCSVM,1.46,False,3,True
pi2,SVR(C=100),0.95,pi5,0.64,OCSVM,0.89,False,3,True
pi3,"SVR(C=100, epsilon=0.2)",0.19,pi2,0.27,OCSVM,0.96,False,3,True
pi3,"SVR(C=100, epsilon=0.2)",0.19,pi4,0.21,OCSVM,2.44,False,3,True
pi3,"SVR(C=100, epsilon=0.2)",0.19,pi5,0.07,OCSVM,2.89,False,3,True
pi4,SVR(C=10),0.99,pi2,0.05,OCSVM,0.79,False,3,True
pi4,SVR(C=10),0.99,pi3,1.26,OCSVM,0.17,False,3,True
pi4,SVR(C=10),0.99,pi5,0.76,OCSVM,0.41,False,3,True
pi5,"SVR(C=1, epsilon=0.5)",0.57,pi2,0.08,OCSVM,0.84,False,3,True
pi5,"SVR(C=1, epsilon=0.5)",0.57,pi3,0.62,OCSVM,0.23,False,3,True
pi5,"SVR(C=1, epsilon=0.5)",0.57,pi4,0.12,OCSVM,0.82,False,3,True
pi2,SVR(kernel='linear'),0.95,pi3,1.35,OCSVM,0.2,False,3,True
pi2,SVR(kernel='linear'),0.95,pi4,0.04,OCSVM,1.46,False,3,True
pi2,SVR(kernel='linear'),0.95,pi5,0.61,OCSVM,0.89,False,3,True
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.07,pi2,0.23,OCSVM,0.96,False,3,True
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.07,pi4,0.24,OCSVM,2.44,False,3,True
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.07,pi5,0.12,OCSVM,2.89,False,3,True
pi4,"SVR(C=100, kernel='linear')",0.98,pi2,0.04,OCSVM,0.79,False,3,True
pi4,"SVR(C=100, kernel='linear')",0.98,pi3,1.42,OCSVM,0.17,False,3,True
pi4,"SVR(C=100, kernel='linear')",0.98,pi5,0.66,OCSVM,0.41,False,3,True
pi5,"SVR(C=100, epsilon=0.5, kernel='linear')",0.39,pi2,0.34,OCSVM,0.84,False,3,True
pi5,"SVR(C=100, epsilon=0.5, kernel='linear')",0.39,pi3,0.36,OCSVM,0.23,False,3,True
pi5,"SVR(C=100, epsilon=0.5, kernel='linear')",0.39,pi4,0.36,OCSVM,0.82,False,3,True
pi2,SVR(C=100),0.95,pi4,0.02,MMD OCSVM Verify,1.46,False,3,True
pi4,SVR(C=10),0.99,pi2,0.05,MMD OCSVM Verify,0.79,False,3,True
pi2,SVR(kernel='linear'),0.95,pi4,0.04,MMD OCSVM Verify,1.46,False,3,True
pi4,"SVR(C=100, kernel='linear')",0.98,pi2,0.04,MMD OCSVM Verify,0.79,False,3,True
