model_node,model,score,test_node,discrepancy,method,std,experiment,threshold
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.7805473077608405,pi3,0.6187858526260426,MMD,False,2,-
pi3,LinearRegression(),0.4022893015492205,pi5,1.0305833993029934,MMD,False,2,-
pi5,LinearRegression(),0.7825874089187109,pi3,0.6650941345448931,MMD,False,2,-
pi3,"SVR(C=1, epsilon=0.5)",0.5014174509659008,pi5,3.227044770953576,MMD,True,2,-
pi5,"SVR(C=10, epsilon=0.01)",0.8645275806174018,pi3,1.0054925056617636,MMD,True,2,-
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.3974075177866735,pi5,0.7079809412935062,MMD,True,2,-
pi5,"SVR(C=100, kernel='linear')",0.7820675587183374,pi3,0.6810872836410802,MMD,True,2,-
pi3,LinearRegression(),0.40228921886415325,pi5,1.030584361693324,MMD,True,2,-
pi5,LinearRegression(),0.7825877194047525,pi3,0.6650934767452023,MMD,True,2,-
pi3,"SVR(C=100, epsilon=1)",0.4523829604854841,pi5,0.9502402080433126,OCSVM,False,2,0.95
pi5,SVR(C=100),0.8680719107558285,pi3,0.9864748313390402,OCSVM,False,2,0.95
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.35199193238000004,pi5,0.21119077219568827,OCSVM,False,2,0.95
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.7805473077608405,pi3,0.6187858526260426,OCSVM,False,2,0.95
pi3,LinearRegression(),0.4022893015492205,pi5,1.0305833993029934,OCSVM,False,2,0.95
pi5,LinearRegression(),0.7825874089187109,pi3,0.6650941345448931,OCSVM,False,2,0.95
pi3,"SVR(C=1, epsilon=0.5)",0.5014174509659008,pi5,3.227044770953576,OCSVM,True,2,0.95
pi5,"SVR(C=10, epsilon=0.01)",0.8645275806174018,pi3,1.0054925056617636,OCSVM,True,2,0.95
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.3974075177866735,pi5,0.7079809412935062,OCSVM,True,2,0.95
pi5,"SVR(C=100, kernel='linear')",0.7820675587183374,pi3,0.6810872836410802,OCSVM,True,2,0.95
pi3,LinearRegression(),0.40228921886415325,pi5,1.030584361693324,OCSVM,True,2,0.95
pi5,LinearRegression(),0.7825877194047525,pi3,0.6650934767452023,OCSVM,True,2,0.95
pi3,"SVR(C=100, epsilon=1)",0.4523829604854841,pi5,0.9502402080433126,MMD OCSVM Verify,False,2,0.95
pi5,SVR(C=100),0.8680719107558285,pi3,0.9864748313390402,MMD OCSVM Verify,False,2,0.95
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.35199193238000004,pi5,0.21119077219568827,MMD OCSVM Verify,False,2,0.95
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.7805473077608405,pi3,0.6187858526260426,MMD OCSVM Verify,False,2,0.95
pi3,LinearRegression(),0.4022893015492205,pi5,1.0305833993029934,MMD OCSVM Verify,False,2,0.95
pi5,LinearRegression(),0.7825874089187109,pi3,0.6650941345448931,MMD OCSVM Verify,False,2,0.95
pi3,"SVR(C=1, epsilon=0.5)",0.5014174509659008,pi5,3.227044770953576,MMD OCSVM Verify,True,2,0.95
pi5,"SVR(C=10, epsilon=0.01)",0.8645275806174018,pi3,1.0054925056617636,MMD OCSVM Verify,True,2,0.95
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.3974075177866735,pi5,0.7079809412935062,MMD OCSVM Verify,True,2,0.95
pi5,"SVR(C=100, kernel='linear')",0.7820675587183374,pi3,0.6810872836410802,MMD OCSVM Verify,True,2,0.95
pi3,LinearRegression(),0.40228921886415325,pi5,1.030584361693324,MMD OCSVM Verify,True,2,0.95
pi5,LinearRegression(),0.7825877194047525,pi3,0.6650934767452023,MMD OCSVM Verify,True,2,0.95
pi2,"SVR(C=100, epsilon=0.5)",0.7756765639357881,pi5,32.61303081162388,OCSVM,False,2,0.85
pi5,SVR(C=100),0.8680719107558285,pi2,18.279856087978477,OCSVM,False,2,0.85
pi3,"SVR(C=100, epsilon=1)",0.4523829604854841,pi4,4.5086210502025805,OCSVM,False,2,0.85
pi4,"SVR(C=10, epsilon=1)",0.5568576207298965,pi3,7.587024192072008,OCSVM,False,2,0.85
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.7364560311961615,pi5,33.13208374352952,OCSVM,False,2,0.85
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.7805473077608405,pi2,17.944233537634474,OCSVM,False,2,0.85
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.35199193238000004,pi4,4.300142152581422,OCSVM,False,2,0.85
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.09979679440419797,pi3,6.485868054672894,OCSVM,False,2,0.85
pi2,LinearRegression(),0.7376454058376241,pi5,32.60867910578967,OCSVM,False,2,0.85
pi5,LinearRegression(),0.7825874089187109,pi2,17.828490240261047,OCSVM,False,2,0.85
pi3,LinearRegression(),0.4022893015492205,pi4,4.759947499276208,OCSVM,False,2,0.85
pi4,LinearRegression(),0.11330407951624355,pi3,7.306744292010549,OCSVM,False,2,0.85
pi2,SVR(C=100),0.7888701910699025,pi5,32.97236591532884,OCSVM,True,2,0.85
pi5,"SVR(C=10, epsilon=0.01)",0.8645275806174018,pi2,18.108564559420344,OCSVM,True,2,0.85
pi3,"SVR(C=1, epsilon=0.5)",0.5014174509659008,pi4,4.321253249281334,OCSVM,True,2,0.85
pi4,"SVR(C=100, epsilon=0.2)",0.5612001886781115,pi3,7.808564977143855,OCSVM,True,2,0.85
pi2,"SVR(C=10, kernel='linear')",0.7253888180921197,pi5,31.471274085884275,OCSVM,True,2,0.85
pi5,"SVR(C=100, kernel='linear')",0.7820675587183374,pi2,17.865868810674858,OCSVM,True,2,0.85
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.3974075177866735,pi4,4.8210545243153335,OCSVM,True,2,0.85
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.10820060141581378,pi3,6.803930322735071,OCSVM,True,2,0.85
pi2,LinearRegression(),0.7376454401531563,pi5,32.608673257265956,OCSVM,True,2,0.85
pi5,LinearRegression(),0.7825877194047525,pi2,17.828501371318044,OCSVM,True,2,0.85
pi3,LinearRegression(),0.40228921886415325,pi4,4.759947803966399,OCSVM,True,2,0.85
pi4,LinearRegression(),0.11330393007236428,pi3,7.306736326280541,OCSVM,True,2,0.85
pi2,"SVR(C=100, epsilon=0.5)",0.7756765639357881,pi4,0.48538771543668047,OCSVM,False,2,0.75
pi4,"SVR(C=10, epsilon=1)",0.5568576207298965,pi2,6.813504169798233,OCSVM,False,2,0.75
pi4,"SVR(C=10, epsilon=1)",0.5568576207298965,pi5,11.244383284159605,OCSVM,False,2,0.75
pi5,SVR(C=100),0.8680719107558285,pi4,3.2163321881623683,OCSVM,False,2,0.75
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.7364560311961615,pi4,0.7665131336308905,OCSVM,False,2,0.75
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.09979679440419797,pi2,0.570797948697811,OCSVM,False,2,0.75
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.09979679440419797,pi5,17.14881785203617,OCSVM,False,2,0.75
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.7805473077608405,pi4,3.697126262222988,OCSVM,False,2,0.75
pi2,LinearRegression(),0.7376454058376241,pi4,0.7527242648538099,OCSVM,False,2,0.75
pi4,LinearRegression(),0.11330407951624355,pi2,0.040988908875719154,OCSVM,False,2,0.75
pi4,LinearRegression(),0.11330407951624355,pi5,20.556664970083105,OCSVM,False,2,0.75
pi5,LinearRegression(),0.7825874089187109,pi4,3.5780591016660686,OCSVM,False,2,0.75
pi2,SVR(C=100),0.7888701910699025,pi4,1.6443552015156764,OCSVM,True,2,0.75
pi4,"SVR(C=100, epsilon=0.2)",0.5612001886781115,pi2,6.076158367219829,OCSVM,True,2,0.75
pi4,"SVR(C=100, epsilon=0.2)",0.5612001886781115,pi5,18.310868240382916,OCSVM,True,2,0.75
pi5,"SVR(C=10, epsilon=0.01)",0.8645275806174018,pi4,3.181048998407314,OCSVM,True,2,0.75
pi2,"SVR(C=10, kernel='linear')",0.7253888180921197,pi4,0.683947196825204,OCSVM,True,2,0.75
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.10820060141581378,pi2,0.383198544771686,OCSVM,True,2,0.75
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.10820060141581378,pi5,18.241575065811304,OCSVM,True,2,0.75
pi5,"SVR(C=100, kernel='linear')",0.7820675587183374,pi4,3.536388082439031,OCSVM,True,2,0.75
pi2,LinearRegression(),0.7376454401531563,pi4,0.7527243594683888,OCSVM,True,2,0.75
pi4,LinearRegression(),0.11330393007236428,pi2,0.04099198580129915,OCSVM,True,2,0.75
pi4,LinearRegression(),0.11330393007236428,pi5,20.556637119390178,OCSVM,True,2,0.75
pi5,LinearRegression(),0.7825877194047525,pi4,3.5780614083381885,OCSVM,True,2,0.75
pi3,"SVR(C=0.1, epsilon=0.2)",0.13597080853861987,pi4,0.16984830942426854,MMD,False,3,-
pi4,"SVR(C=100, epsilon=0.2)",0.989931715778504,pi3,2.1014066339549182,MMD,False,3,-
pi3,"SVR(C=100, epsilon=0.2, kernel='linear')",0.030726519215849124,pi4,0.39477605072887145,MMD,False,3,-
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.9849283274314086,pi3,3.5186036657758835,MMD,False,3,-
pi3,LinearRegression(normalize=True),0.03519868451812325,pi4,0.3630464987634968,MMD,False,3,-
pi4,LinearRegression(),0.9849670011049909,pi3,3.4044268461141396,MMD,False,3,-
pi3,SVR(C=0.1),0.11699977544944329,pi4,0.15379001108050805,MMD,True,3,-
pi4,SVR(C=10),0.9894650377943117,pi3,1.4644452686617546,MMD,True,3,-
pi3,"SVR(C=1, epsilon=0.01, kernel='linear')",0.01457750400398794,pi4,0.1006290957402407,MMD,True,3,-
pi4,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9849386162271467,pi3,3.3278999679649313,MMD,True,3,-
pi3,LinearRegression(),0.03519807397641317,pi4,0.36304708735259505,MMD,True,3,-
pi4,LinearRegression(),0.9849669898773029,pi3,3.4044214923499374,MMD,True,3,-
pi2,"SVR(C=1, epsilon=0.2)",0.9464382231884648,pi4,2.6207230206986183,OCSVM,False,3,0.45
pi4,"SVR(C=100, epsilon=0.2)",0.989931715778504,pi2,0.4945553749425091,OCSVM,False,3,0.45
pi4,"SVR(C=100, epsilon=0.2)",0.989931715778504,pi3,2.1014066339549182,OCSVM,False,3,0.45
pi3,"SVR(C=0.1, epsilon=0.2)",0.13597080853861987,pi4,0.16984830942426854,OCSVM,False,3,0.45
pi2,"SVR(C=0.01, kernel='linear')",0.9453155468233182,pi4,0.01047323667223743,OCSVM,False,3,0.45
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.9849283274314086,pi2,0.055855923126360896,OCSVM,False,3,0.45
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.9849283274314086,pi3,3.5186036657758835,OCSVM,False,3,0.45
pi3,"SVR(C=100, epsilon=0.2, kernel='linear')",0.030726519215849124,pi4,0.39477605072887145,OCSVM,False,3,0.45
pi2,LinearRegression(normalize=True),0.9454935340072237,pi4,0.012962275943585455,OCSVM,False,3,0.45
pi4,LinearRegression(),0.9849670011049909,pi2,0.05623678697623469,OCSVM,False,3,0.45
pi4,LinearRegression(),0.9849670011049909,pi3,3.4044268461141396,OCSVM,False,3,0.45
pi3,LinearRegression(normalize=True),0.03519868451812325,pi4,0.3630464987634968,OCSVM,False,3,0.45
pi2,"SVR(C=0.1, epsilon=0.01)",0.9442235014155108,pi4,2.621954924808922,OCSVM,True,3,0.45
pi4,SVR(C=10),0.9894650377943117,pi2,1.3395693472375423,OCSVM,True,3,0.45
pi4,SVR(C=10),0.9894650377943117,pi3,1.4644452686617546,OCSVM,True,3,0.45
pi3,SVR(C=0.1),0.11699977544944329,pi4,0.15379001108050805,OCSVM,True,3,0.45
pi2,"SVR(C=0.1, epsilon=0.01, kernel='linear')",0.9444635843143744,pi4,0.006595485334530138,OCSVM,True,3,0.45
pi4,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9849386162271467,pi2,0.05946409440764544,OCSVM,True,3,0.45
pi4,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9849386162271467,pi3,3.3278999679649313,OCSVM,True,3,0.45
pi3,"SVR(C=1, epsilon=0.01, kernel='linear')",0.01457750400398794,pi4,0.1006290957402407,OCSVM,True,3,0.45
pi2,LinearRegression(),0.9454934923593413,pi4,0.012962178327672103,OCSVM,True,3,0.45
pi4,LinearRegression(),0.9849669898773029,pi2,0.0562368814124764,OCSVM,True,3,0.45
pi4,LinearRegression(),0.9849669898773029,pi3,3.4044214923499374,OCSVM,True,3,0.45
pi3,LinearRegression(),0.03519807397641317,pi4,0.36304708735259505,OCSVM,True,3,0.45
pi4,"SVR(C=100, epsilon=0.2)",0.989931715778504,pi3,2.1014066339549182,MMD OCSVM Verify,False,3,0.45
pi3,"SVR(C=0.1, epsilon=0.2)",0.13597080853861987,pi4,0.16984830942426854,MMD OCSVM Verify,False,3,0.45
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.9849283274314086,pi3,3.5186036657758835,MMD OCSVM Verify,False,3,0.45
pi3,"SVR(C=100, epsilon=0.2, kernel='linear')",0.030726519215849124,pi4,0.39477605072887145,MMD OCSVM Verify,False,3,0.45
pi4,LinearRegression(),0.9849670011049909,pi3,3.4044268461141396,MMD OCSVM Verify,False,3,0.45
pi3,LinearRegression(normalize=True),0.03519868451812325,pi4,0.3630464987634968,MMD OCSVM Verify,False,3,0.45
pi4,SVR(C=10),0.9894650377943117,pi3,1.4644452686617546,MMD OCSVM Verify,True,3,0.45
pi3,SVR(C=0.1),0.11699977544944329,pi4,0.15379001108050805,MMD OCSVM Verify,True,3,0.45
pi4,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9849386162271467,pi3,3.3278999679649313,MMD OCSVM Verify,True,3,0.45
pi3,"SVR(C=1, epsilon=0.01, kernel='linear')",0.01457750400398794,pi4,0.1006290957402407,MMD OCSVM Verify,True,3,0.45
pi4,LinearRegression(),0.9849669898773029,pi3,3.4044214923499374,MMD OCSVM Verify,True,3,0.45
pi3,LinearRegression(),0.03519807397641317,pi4,0.36304708735259505,MMD OCSVM Verify,True,3,0.45
