model_node,model,score,test_node,discrepancy,method,std,experiment
pi3,"SVR(C=0.1, epsilon=0.2)",0.10945039679449586,pi4,1.0156547642180653,MMD OCSVM Verify,False,3
pi4,SVR(kernel='linear'),0.984139089856351,pi3,1.989728940173884,MMD OCSVM Verify,False,3
pi3,"SVR(C=100, epsilon=0.2, kernel='linear')",0.02418474215263189,pi4,0.5523605033445742,MMD OCSVM Verify,False,3
pi4,LinearRegression(),0.984233732045701,pi3,2.114336492600438,MMD OCSVM Verify,False,3
pi3,LinearRegression(normalize=True),0.02754244836711528,pi4,0.6116834064750437,MMD OCSVM Verify,False,3
pi3,SVR(),0.058345809958397776,pi4,1.0187794937644055,MMD,True,3
pi4,SVR(C=100),0.9885275924642107,pi3,0.867464487320422,MMD,True,3
pi3,"SVR(C=10, epsilon=0.01, kernel='linear')",0.012103718256318063,pi4,0.8636330955463333,MMD,True,3
pi4,"SVR(C=100, kernel='linear')",0.9840538139915828,pi3,1.8797001748859126,MMD,True,3
pi3,LinearRegression(),0.027541781805007104,pi4,0.6116833952469594,MMD,True,3
pi4,LinearRegression(),0.9842337403331894,pi3,2.114345156692985,MMD,True,3
pi2,SVR(),0.9431041751761859,pi4,2.662415038613778,OCSVM,True,3
pi4,SVR(C=100),0.9885275924642107,pi2,3.319429870762782,OCSVM,True,3
pi4,SVR(C=100),0.9885275924642107,pi3,0.867464487320422,OCSVM,True,3
pi3,SVR(),0.058345809958397776,pi4,1.0187794937644055,OCSVM,True,3
pi2,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9409204969384987,pi4,0.0874462569863852,OCSVM,True,3
pi4,"SVR(C=100, kernel='linear')",0.9840538139915828,pi2,0.03576402975670123,OCSVM,True,3
pi4,"SVR(C=100, kernel='linear')",0.9840538139915828,pi3,1.8797001748859126,OCSVM,True,3
pi3,"SVR(C=10, epsilon=0.01, kernel='linear')",0.012103718256318063,pi4,0.8636330955463333,OCSVM,True,3
pi2,LinearRegression(),0.9420231344300094,pi4,0.0683523499333677,OCSVM,True,3
pi4,LinearRegression(),0.9842337403331894,pi2,0.024652079445736663,OCSVM,True,3
pi4,LinearRegression(),0.9842337403331894,pi3,2.114345156692985,OCSVM,True,3
pi3,LinearRegression(),0.027541781805007104,pi4,0.6116833952469594,OCSVM,True,3
pi4,SVR(C=100),0.9885275924642107,pi3,0.867464487320422,MMD OCSVM Verify,True,3
pi3,SVR(),0.058345809958397776,pi4,1.0187794937644055,MMD OCSVM Verify,True,3
pi4,"SVR(C=100, kernel='linear')",0.9840538139915828,pi3,1.8797001748859126,MMD OCSVM Verify,True,3
pi3,"SVR(C=10, epsilon=0.01, kernel='linear')",0.012103718256318063,pi4,0.8636330955463333,MMD OCSVM Verify,True,3
pi4,LinearRegression(),0.9842337403331894,pi3,2.114345156692985,MMD OCSVM Verify,True,3
pi3,LinearRegression(),0.027541781805007104,pi4,0.6116833952469594,MMD OCSVM Verify,True,3
