model_node,model,score,test_node,discrepancy,method,std,experiment
pi4,"SVR(C=10, epsilon=0.2)",0.960278291853861,pi2,0.08747820990208965,MMD,True,1
pi2,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9887156692685131,pi4,0.001487685210974088,MMD,True,1
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.923146251940856,pi2,0.0005351593319403714,MMD,True,1
pi2,LinearRegression(),0.9887193826212454,pi4,0.0018954158280178879,MMD,True,1
pi4,LinearRegression(),0.9236546730311307,pi2,0.0018788263432069074,MMD,True,1
pi2,"SVR(C=100, epsilon=0.01)",0.9906295060983117,pi4,0.0683972509272327,OCSVM,True,1
pi4,"SVR(C=10, epsilon=0.2)",0.960278291853861,pi2,0.08747820990208965,OCSVM,True,1
pi4,"SVR(C=10, epsilon=0.2)",0.960278291853861,pi3,0.427684925658418,OCSVM,True,1
pi3,SVR(),0.9789108770892391,pi4,3.6987024824225774,OCSVM,True,1
pi3,SVR(),0.9789108770892391,pi5,0.9368200706212237,OCSVM,True,1
pi5,"SVR(C=100, epsilon=0.5)",0.5569874783524549,pi3,0.6816713195201952,OCSVM,True,1
pi2,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9887156692685131,pi4,0.001487685210974088,OCSVM,True,1
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.923146251940856,pi2,0.0005351593319403714,OCSVM,True,1
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.923146251940856,pi3,0.2073308674228982,OCSVM,True,1
pi3,SVR(kernel='linear'),0.9191941247112256,pi4,0.5528885568215939,OCSVM,True,1
pi3,SVR(kernel='linear'),0.9191941247112256,pi5,0.7811910367748169,OCSVM,True,1
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.37486558623348687,pi3,0.7813522483480586,OCSVM,True,1
pi2,LinearRegression(),0.9887193826212454,pi4,0.0018954158280178879,OCSVM,True,1
pi4,LinearRegression(),0.9236546730311307,pi2,0.0018788263432069074,OCSVM,True,1
pi4,LinearRegression(),0.9236546730311307,pi3,0.22054177468552605,OCSVM,True,1
pi3,LinearRegression(),0.9200455076325378,pi4,0.5793871746743421,OCSVM,True,1
pi3,LinearRegression(),0.9200455076325378,pi5,0.7658096816829109,OCSVM,True,1
pi5,LinearRegression(),0.3755715877374787,pi3,0.7913661180356605,OCSVM,True,1
pi2,"SVR(C=100, epsilon=0.01)",0.9906295060983117,pi4,0.0683972509272327,MMD OCSVM Verify,True,1
pi4,"SVR(C=10, epsilon=0.2)",0.960278291853861,pi2,0.08747820990208965,MMD OCSVM Verify,True,1
pi2,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9887156692685131,pi4,0.001487685210974088,MMD OCSVM Verify,True,1
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.923146251940856,pi2,0.0005351593319403714,MMD OCSVM Verify,True,1
pi2,LinearRegression(),0.9887193826212454,pi4,0.0018954158280178879,MMD OCSVM Verify,True,1
pi4,LinearRegression(),0.9236546730311307,pi2,0.0018788263432069074,MMD OCSVM Verify,True,1
pi3,"SVR(C=10, epsilon=1)",0.4967940048364735,pi5,0.9415570441754276,MMD,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.5658695870527702,pi3,0.47916299735254275,MMD,False,2
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.38527605136691256,pi5,0.09063601647752373,MMD,False,2
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.520450031424774,pi3,0.12295539908388586,MMD,False,2
pi3,LinearRegression(),0.4130441884679176,pi5,0.5134183676434764,MMD,False,2
pi5,LinearRegression(),0.5221761561881593,pi3,0.17017428716892968,MMD,False,2
pi2,SVR(),0.7526214852010387,pi4,0.19870473504047403,OCSVM,False,2
pi2,SVR(),0.7526214852010387,pi5,25.856526312283346,OCSVM,False,2
pi4,"SVR(C=1, epsilon=1)",0.4273282441160515,pi2,1.1142777845039158,OCSVM,False,2
pi4,"SVR(C=1, epsilon=1)",0.4273282441160515,pi3,10.219485506359261,OCSVM,False,2
pi4,"SVR(C=1, epsilon=1)",0.4273282441160515,pi5,21.45769179722677,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.5658695870527702,pi2,19.65077926224116,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.5658695870527702,pi3,0.47916299735254275,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.5658695870527702,pi4,3.310708935503682,OCSVM,False,2
pi3,"SVR(C=10, epsilon=1)",0.4967940048364735,pi4,4.401558924842865,OCSVM,False,2
pi3,"SVR(C=10, epsilon=1)",0.4967940048364735,pi5,0.9415570441754276,OCSVM,False,2
pi2,"SVR(C=1, epsilon=1, kernel='linear')",0.7400024956144009,pi4,0.19657536148169408,OCSVM,False,2
pi2,"SVR(C=1, epsilon=1, kernel='linear')",0.7400024956144009,pi5,25.923981253378226,OCSVM,False,2
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.035371059820409556,pi2,0.6193463105431491,OCSVM,False,2
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.035371059820409556,pi3,7.127568027894839,OCSVM,False,2
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.035371059820409556,pi5,18.687102977177773,OCSVM,False,2
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.520450031424774,pi2,19.68325922796433,OCSVM,False,2
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.520450031424774,pi3,0.12295539908388586,OCSVM,False,2
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.520450031424774,pi4,3.086152000332251,OCSVM,False,2
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.38527605136691256,pi4,3.832550948980698,OCSVM,False,2
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.38527605136691256,pi5,0.09063601647752373,OCSVM,False,2
pi2,LinearRegression(normalize=True),0.7418268923105352,pi4,0.19666888155956797,OCSVM,False,2
pi2,LinearRegression(normalize=True),0.7418268923105352,pi5,26.120354822173123,OCSVM,False,2
pi4,LinearRegression(),0.06016092925141103,pi2,0.345995124895486,OCSVM,False,2
pi4,LinearRegression(),0.06016092925141103,pi3,8.261372578918259,OCSVM,False,2
pi4,LinearRegression(),0.06016092925141103,pi5,20.38908452646972,OCSVM,False,2
pi5,LinearRegression(),0.5221761561881593,pi2,19.805725564119353,OCSVM,False,2
pi5,LinearRegression(),0.5221761561881593,pi3,0.17017428716892968,OCSVM,False,2
pi5,LinearRegression(),0.5221761561881593,pi4,3.0370863893609155,OCSVM,False,2
pi3,LinearRegression(),0.4130441884679176,pi4,4.14848171705613,OCSVM,False,2
pi3,LinearRegression(),0.4130441884679176,pi5,0.5134183676434764,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.5658695870527702,pi3,0.47916299735254275,MMD OCSVM Verify,False,2
pi3,"SVR(C=10, epsilon=1)",0.4967940048364735,pi5,0.9415570441754276,MMD OCSVM Verify,False,2
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.520450031424774,pi3,0.12295539908388586,MMD OCSVM Verify,False,2
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.38527605136691256,pi5,0.09063601647752373,MMD OCSVM Verify,False,2
pi5,LinearRegression(),0.5221761561881593,pi3,0.17017428716892968,MMD OCSVM Verify,False,2
pi3,LinearRegression(),0.4130441884679176,pi5,0.5134183676434764,MMD OCSVM Verify,False,2
pi3,"SVR(C=10, epsilon=0.2)",0.5069966553597742,pi5,1.5481671240291308,MMD,True,2
pi5,SVR(),0.5728748499878651,pi3,0.5550255142092844,MMD,True,2
pi3,"SVR(C=10, epsilon=0.2, kernel='linear')",0.39188807097009326,pi5,0.12126342107099852,MMD,True,2
pi5,"SVR(C=0.1, kernel='linear')",0.5205110944357376,pi3,0.19006420686917835,MMD,True,2
pi3,LinearRegression(),0.4130441370579083,pi5,0.5134181109941743,MMD,True,2
pi5,LinearRegression(),0.5221762493307149,pi3,0.1701742485522889,MMD,True,2
pi2,SVR(),0.7544487376552459,pi4,0.22981657264210287,OCSVM,True,2
pi2,SVR(),0.7544487376552459,pi5,25.911045930499863,OCSVM,True,2
pi4,SVR(),0.44951853912162376,pi2,3.286744363963043,OCSVM,True,2
pi4,SVR(),0.44951853912162376,pi3,10.860851703943633,OCSVM,True,2
pi4,SVR(),0.44951853912162376,pi5,15.643581785752218,OCSVM,True,2
pi5,SVR(),0.5728748499878651,pi2,19.666345503936544,OCSVM,True,2
pi5,SVR(),0.5728748499878651,pi3,0.5550255142092844,OCSVM,True,2
pi5,SVR(),0.5728748499878651,pi4,3.417977100610435,OCSVM,True,2
pi3,"SVR(C=10, epsilon=0.2)",0.5069966553597742,pi4,4.4632168620278305,OCSVM,True,2
pi3,"SVR(C=10, epsilon=0.2)",0.5069966553597742,pi5,1.5481671240291308,OCSVM,True,2
pi2,SVR(kernel='linear'),0.731035226962301,pi4,0.10941738814808788,OCSVM,True,2
pi2,SVR(kernel='linear'),0.731035226962301,pi5,25.283218981393702,OCSVM,True,2
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.04673939785216985,pi2,0.4871413718578439,OCSVM,True,2
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.04673939785216985,pi3,7.4612196448752,OCSVM,True,2
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.04673939785216985,pi5,19.61296172822209,OCSVM,True,2
pi5,"SVR(C=0.1, kernel='linear')",0.5205110944357376,pi2,19.70103437702489,OCSVM,True,2
pi5,"SVR(C=0.1, kernel='linear')",0.5205110944357376,pi3,0.19006420686917835,OCSVM,True,2
pi5,"SVR(C=0.1, kernel='linear')",0.5205110944357376,pi4,2.9011466513158153,OCSVM,True,2
pi3,"SVR(C=10, epsilon=0.2, kernel='linear')",0.39188807097009326,pi4,3.8439199032456046,OCSVM,True,2
pi3,"SVR(C=10, epsilon=0.2, kernel='linear')",0.39188807097009326,pi5,0.12126342107099852,OCSVM,True,2
pi2,LinearRegression(),0.741826899652114,pi4,0.19666882403934072,OCSVM,True,2
pi2,LinearRegression(),0.741826899652114,pi5,26.120346086259644,OCSVM,True,2
pi4,LinearRegression(),0.06016094768353086,pi2,0.3459946787272019,OCSVM,True,2
pi4,LinearRegression(),0.06016094768353086,pi3,8.261373177748144,OCSVM,True,2
pi4,LinearRegression(),0.06016094768353086,pi5,20.389091123605823,OCSVM,True,2
pi5,LinearRegression(),0.5221762493307149,pi2,19.80572860953688,OCSVM,True,2
pi5,LinearRegression(),0.5221762493307149,pi3,0.1701742485522889,OCSVM,True,2
pi5,LinearRegression(),0.5221762493307149,pi4,3.037086577042006,OCSVM,True,2
pi3,LinearRegression(),0.4130441370579083,pi4,4.148481785964476,OCSVM,True,2
pi3,LinearRegression(),0.4130441370579083,pi5,0.5134181109941743,OCSVM,True,2
pi5,SVR(),0.5728748499878651,pi3,0.5550255142092844,MMD OCSVM Verify,True,2
pi3,"SVR(C=10, epsilon=0.2)",0.5069966553597742,pi5,1.5481671240291308,MMD OCSVM Verify,True,2
pi5,"SVR(C=0.1, kernel='linear')",0.5205110944357376,pi3,0.19006420686917835,MMD OCSVM Verify,True,2
pi3,"SVR(C=10, epsilon=0.2, kernel='linear')",0.39188807097009326,pi5,0.12126342107099852,MMD OCSVM Verify,True,2
pi5,LinearRegression(),0.5221762493307149,pi3,0.1701742485522889,MMD OCSVM Verify,True,2
pi3,LinearRegression(),0.4130441370579083,pi5,0.5134181109941743,MMD OCSVM Verify,True,2
pi3,"SVR(C=0.1, epsilon=0.2)",0.10949437757535263,pi4,1.000537079246168,MMD,False,3
pi4,"SVR(C=100, epsilon=0.5)",0.9876260530738625,pi3,0.893870533820153,MMD,False,3
pi3,"SVR(C=100, epsilon=0.2, kernel='linear')",0.0393861159533746,pi4,0.536912180590762,MMD,False,3
pi4,"SVR(C=0.01, kernel='linear')",0.9838666711276711,pi3,2.4530153229793106,MMD,False,3
pi3,LinearRegression(),0.04141814645561204,pi4,0.534281014851672,MMD,False,3
pi4,LinearRegression(),0.9843598975422013,pi3,2.0835698529828877,MMD,False,3
pi2,SVR(),0.9436776716148266,pi4,2.459892209061403,OCSVM,False,3
pi4,"SVR(C=100, epsilon=0.5)",0.9876260530738625,pi2,1.9557212755555442,OCSVM,False,3
pi4,"SVR(C=100, epsilon=0.5)",0.9876260530738625,pi3,0.893870533820153,OCSVM,False,3
pi3,"SVR(C=0.1, epsilon=0.2)",0.10949437757535263,pi4,1.000537079246168,OCSVM,False,3
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.941114763622405,pi4,0.08559217864668545,OCSVM,False,3
pi4,"SVR(C=0.01, kernel='linear')",0.9838666711276711,pi2,0.01772967993933694,OCSVM,False,3
pi4,"SVR(C=0.01, kernel='linear')",0.9838666711276711,pi3,2.4530153229793106,OCSVM,False,3
pi3,"SVR(C=100, epsilon=0.2, kernel='linear')",0.0393861159533746,pi4,0.536912180590762,OCSVM,False,3
pi2,LinearRegression(),0.9415214587448179,pi4,0.0724548061093866,OCSVM,False,3
pi4,LinearRegression(),0.9843598975422013,pi2,0.024559777610107858,OCSVM,False,3
pi4,LinearRegression(),0.9843598975422013,pi3,2.0835698529828877,OCSVM,False,3
pi3,LinearRegression(),0.04141814645561204,pi4,0.534281014851672,OCSVM,False,3
pi4,"SVR(C=100, epsilon=0.5)",0.9876260530738625,pi3,0.893870533820153,MMD OCSVM Verify,False,3
pi3,"SVR(C=0.1, epsilon=0.2)",0.10949437757535263,pi4,1.000537079246168,MMD OCSVM Verify,False,3
pi4,"SVR(C=0.01, kernel='linear')",0.9838666711276711,pi3,2.4530153229793106,MMD OCSVM Verify,False,3
pi3,"SVR(C=100, epsilon=0.2, kernel='linear')",0.0393861159533746,pi4,0.536912180590762,MMD OCSVM Verify,False,3
pi4,LinearRegression(),0.9843598975422013,pi3,2.0835698529828877,MMD OCSVM Verify,False,3
pi3,LinearRegression(),0.04141814645561204,pi4,0.534281014851672,MMD OCSVM Verify,False,3
pi3,SVR(C=0.1),0.05260026074399893,pi4,1.0023590151722201,MMD,True,3
pi4,SVR(C=100),0.9876935395403909,pi3,0.7339753859892518,MMD,True,3
pi3,"SVR(C=100, epsilon=0.01, kernel='linear')",0.018719235578462445,pi4,0.8479263634976016,MMD,True,3
pi4,SVR(kernel='linear'),0.9841846701892881,pi3,1.800091885523277,MMD,True,3
pi3,LinearRegression(),0.0414177560381469,pi4,0.5342808636288096,MMD,True,3
pi4,LinearRegression(),0.9843598882231521,pi3,2.0835640795699213,MMD,True,3
pi2,SVR(),0.9423151706381123,pi4,2.4435579223305672,OCSVM,True,3
pi4,SVR(C=100),0.9876935395403909,pi2,4.067002982856284,OCSVM,True,3
pi4,SVR(C=100),0.9876935395403909,pi3,0.7339753859892518,OCSVM,True,3
pi3,SVR(C=0.1),0.05260026074399893,pi4,1.0023590151722201,OCSVM,True,3
pi2,"SVR(C=0.1, epsilon=0.01, kernel='linear')",0.9390727040785697,pi4,0.052306400515132245,OCSVM,True,3
pi4,SVR(kernel='linear'),0.9841846701892881,pi2,0.03165739317529037,OCSVM,True,3
pi4,SVR(kernel='linear'),0.9841846701892881,pi3,1.800091885523277,OCSVM,True,3
pi3,"SVR(C=100, epsilon=0.01, kernel='linear')",0.018719235578462445,pi4,0.8479263634976016,OCSVM,True,3
pi2,LinearRegression(),0.9415214875398441,pi4,0.07245494946005993,OCSVM,True,3
pi4,LinearRegression(),0.9843598882231521,pi2,0.02456002060114626,OCSVM,True,3
pi4,LinearRegression(),0.9843598882231521,pi3,2.0835640795699213,OCSVM,True,3
pi3,LinearRegression(),0.0414177560381469,pi4,0.5342808636288096,OCSVM,True,3
pi4,SVR(C=100),0.9876935395403909,pi3,0.7339753859892518,MMD OCSVM Verify,True,3
pi3,SVR(C=0.1),0.05260026074399893,pi4,1.0023590151722201,MMD OCSVM Verify,True,3
pi4,SVR(kernel='linear'),0.9841846701892881,pi3,1.800091885523277,MMD OCSVM Verify,True,3
pi3,"SVR(C=100, epsilon=0.01, kernel='linear')",0.018719235578462445,pi4,0.8479263634976016,MMD OCSVM Verify,True,3
pi4,LinearRegression(),0.9843598882231521,pi3,2.0835640795699213,MMD OCSVM Verify,True,3
pi3,LinearRegression(),0.0414177560381469,pi4,0.5342808636288096,MMD OCSVM Verify,True,3
