model_node,model,score,test_node,discrepancy,method,std,experiment
pi2,SVR(kernel='linear'),0.9870274629566557,pi4,0.0029036518679717016,MMD,True,1
pi4,"SVR(C=10, kernel='linear')",0.9191243945694624,pi2,0.021832786227545364,MMD,True,1
pi2,LinearRegression(),0.9870991991238636,pi4,0.006116283518554311,MMD,True,1
pi4,LinearRegression(),0.9271997611981141,pi2,0.005734150807309435,MMD,True,1
pi2,SVR(C=100),0.9904335120463961,pi4,0.06617798590019852,OCSVM,True,1
pi4,SVR(C=100),0.9629063014779472,pi2,0.08050142481667899,OCSVM,True,1
pi4,SVR(C=100),0.9629063014779472,pi3,0.4038252538033643,OCSVM,True,1
pi3,SVR(),0.9782058843897256,pi4,3.762864320556763,OCSVM,True,1
pi3,SVR(),0.9782058843897256,pi5,0.8882576773278473,OCSVM,True,1
pi5,"SVR(C=100, epsilon=0.5)",0.49758156108046003,pi3,0.8276276893355811,OCSVM,True,1
pi2,SVR(kernel='linear'),0.9870274629566557,pi4,0.0029036518679717016,OCSVM,True,1
pi4,"SVR(C=10, kernel='linear')",0.9191243945694624,pi2,0.021832786227545364,OCSVM,True,1
pi4,"SVR(C=10, kernel='linear')",0.9191243945694624,pi3,0.1138993220103669,OCSVM,True,1
pi3,SVR(kernel='linear'),0.9297172424951446,pi4,0.6777047728665568,OCSVM,True,1
pi3,SVR(kernel='linear'),0.9297172424951446,pi5,0.8445774620313915,OCSVM,True,1
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.341922332852302,pi3,0.7684661231536577,OCSVM,True,1
pi2,LinearRegression(),0.9870991991238636,pi4,0.006116283518554311,OCSVM,True,1
pi4,LinearRegression(),0.9271997611981141,pi2,0.005734150807309435,OCSVM,True,1
pi4,LinearRegression(),0.9271997611981141,pi3,0.18315240447615033,OCSVM,True,1
pi3,LinearRegression(),0.9297182889733382,pi4,0.6866102881691896,OCSVM,True,1
pi3,LinearRegression(),0.9297182889733382,pi5,0.8466303252709614,OCSVM,True,1
pi5,LinearRegression(),0.3425865479888358,pi3,0.8173595926294882,OCSVM,True,1
pi2,SVR(C=100),0.9904335120463961,pi4,0.06617798590019852,MMD OCSVM Verify,True,1
pi4,SVR(C=100),0.9629063014779472,pi2,0.08050142481667899,MMD OCSVM Verify,True,1
pi2,SVR(kernel='linear'),0.9870274629566557,pi4,0.0029036518679717016,MMD OCSVM Verify,True,1
pi4,"SVR(C=10, kernel='linear')",0.9191243945694624,pi2,0.021832786227545364,MMD OCSVM Verify,True,1
pi2,LinearRegression(),0.9870991991238636,pi4,0.006116283518554311,MMD OCSVM Verify,True,1
pi4,LinearRegression(),0.9271997611981141,pi2,0.005734150807309435,MMD OCSVM Verify,True,1
pi3,SVR(),0.3852724610322156,pi5,0.5949043568606572,MMD,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.8701963525437366,pi3,0.38812127802065954,MMD,False,2
pi3,"SVR(C=0.1, epsilon=1, kernel='linear')",0.3097429947951651,pi5,0.19275683451444903,MMD,False,2
pi5,SVR(kernel='linear'),0.7793707552310927,pi3,0.2358540155618224,MMD,False,2
pi3,LinearRegression(),0.33831117047595993,pi5,0.653667119831601,MMD,False,2
pi5,LinearRegression(),0.7835928836204673,pi3,0.3332313528345112,MMD,False,2
pi2,"SVR(C=10, epsilon=1)",0.7890461847331508,pi4,0.2698653848574275,OCSVM,False,2
pi2,"SVR(C=10, epsilon=1)",0.7890461847331508,pi5,34.47280456301168,OCSVM,False,2
pi4,"SVR(C=10, epsilon=1)",0.5385365140089746,pi2,6.232903312775529,OCSVM,False,2
pi4,"SVR(C=10, epsilon=1)",0.5385365140089746,pi3,9.489499272950214,OCSVM,False,2
pi4,"SVR(C=10, epsilon=1)",0.5385365140089746,pi5,13.408910467048466,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.8701963525437366,pi2,18.673405121530813,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.8701963525437366,pi3,0.38812127802065954,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.8701963525437366,pi4,3.5992314242763292,OCSVM,False,2
pi3,SVR(),0.3852724610322156,pi4,4.6926248304137825,OCSVM,False,2
pi3,SVR(),0.3852724610322156,pi5,0.5949043568606572,OCSVM,False,2
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.7512846699539032,pi4,0.010724434951968176,OCSVM,False,2
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.7512846699539032,pi5,33.26283856920806,OCSVM,False,2
pi4,"SVR(C=1e-05, epsilon=1, kernel='linear')",-0.05502301218742911,pi2,2.0099055166992725,OCSVM,False,2
pi4,"SVR(C=1e-05, epsilon=1, kernel='linear')",-0.05502301218742911,pi3,12.493141909103835,OCSVM,False,2
pi4,"SVR(C=1e-05, epsilon=1, kernel='linear')",-0.05502301218742911,pi5,55.59466592011942,OCSVM,False,2
pi5,SVR(kernel='linear'),0.7793707552310927,pi2,17.895359536243035,OCSVM,False,2
pi5,SVR(kernel='linear'),0.7793707552310927,pi3,0.2358540155618224,OCSVM,False,2
pi5,SVR(kernel='linear'),0.7793707552310927,pi4,2.9141844387302305,OCSVM,False,2
pi3,"SVR(C=0.1, epsilon=1, kernel='linear')",0.3097429947951651,pi4,3.971781726852867,OCSVM,False,2
pi3,"SVR(C=0.1, epsilon=1, kernel='linear')",0.3097429947951651,pi5,0.19275683451444903,OCSVM,False,2
pi2,LinearRegression(),0.7515261871807879,pi4,0.10400597714238558,OCSVM,False,2
pi2,LinearRegression(),0.7515261871807879,pi5,33.041272144458205,OCSVM,False,2
pi4,LinearRegression(normalize=True),0.04482260620397649,pi2,0.13673871781869795,OCSVM,False,2
pi4,LinearRegression(normalize=True),0.04482260620397649,pi3,9.29819714333639,OCSVM,False,2
pi4,LinearRegression(normalize=True),0.04482260620397649,pi5,30.004696125948744,OCSVM,False,2
pi5,LinearRegression(),0.7835928836204673,pi2,17.869806082297103,OCSVM,False,2
pi5,LinearRegression(),0.7835928836204673,pi3,0.3332313528345112,OCSVM,False,2
pi5,LinearRegression(),0.7835928836204673,pi4,2.8719687317884013,OCSVM,False,2
pi3,LinearRegression(),0.33831117047595993,pi4,4.39449329341196,OCSVM,False,2
pi3,LinearRegression(),0.33831117047595993,pi5,0.653667119831601,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.8701963525437366,pi3,0.38812127802065954,MMD OCSVM Verify,False,2
pi3,SVR(),0.3852724610322156,pi5,0.5949043568606572,MMD OCSVM Verify,False,2
pi5,SVR(kernel='linear'),0.7793707552310927,pi3,0.2358540155618224,MMD OCSVM Verify,False,2
pi3,"SVR(C=0.1, epsilon=1, kernel='linear')",0.3097429947951651,pi5,0.19275683451444903,MMD OCSVM Verify,False,2
pi5,LinearRegression(),0.7835928836204673,pi3,0.3332313528345112,MMD OCSVM Verify,False,2
pi3,LinearRegression(),0.33831117047595993,pi5,0.653667119831601,MMD OCSVM Verify,False,2
pi3,"SVR(C=100, epsilon=0.2)",0.44838618324253865,pi5,1.1409161088971045,MMD,True,2
pi5,SVR(),0.8493261243798015,pi3,0.5325794418067031,MMD,True,2
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.3199706726121957,pi5,0.24871250754639818,MMD,True,2
pi5,"SVR(C=10, kernel='linear')",0.7834607949458242,pi3,0.31604100297361937,MMD,True,2
pi3,LinearRegression(),0.338311312661444,pi5,0.6536666143174394,MMD,True,2
pi5,LinearRegression(),0.7835930082114937,pi3,0.33323097234021537,MMD,True,2
pi2,"SVR(C=1, epsilon=0.2)",0.7829533598873204,pi4,0.2968236441918989,OCSVM,True,2
pi2,"SVR(C=1, epsilon=0.2)",0.7829533598873204,pi5,35.09252217745252,OCSVM,True,2
pi4,"SVR(C=1, epsilon=0.2)",0.5453142545682271,pi2,5.492859728791151,OCSVM,True,2
pi4,"SVR(C=1, epsilon=0.2)",0.5453142545682271,pi3,9.230267976600594,OCSVM,True,2
pi4,"SVR(C=1, epsilon=0.2)",0.5453142545682271,pi5,13.236053261389973,OCSVM,True,2
pi5,SVR(),0.8493261243798015,pi2,18.154739562801918,OCSVM,True,2
pi5,SVR(),0.8493261243798015,pi3,0.5325794418067031,OCSVM,True,2
pi5,SVR(),0.8493261243798015,pi4,3.5812332221782954,OCSVM,True,2
pi3,"SVR(C=100, epsilon=0.2)",0.44838618324253865,pi4,4.646405009204652,OCSVM,True,2
pi3,"SVR(C=100, epsilon=0.2)",0.44838618324253865,pi5,1.1409161088971045,OCSVM,True,2
pi2,SVR(kernel='linear'),0.7373787845119786,pi4,0.04371822234712108,OCSVM,True,2
pi2,SVR(kernel='linear'),0.7373787845119786,pi5,31.688174620087874,OCSVM,True,2
pi4,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.03751242079269912,pi2,0.246553255451612,OCSVM,True,2
pi4,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.03751242079269912,pi3,9.949832382073678,OCSVM,True,2
pi4,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.03751242079269912,pi5,36.60769769518525,OCSVM,True,2
pi5,"SVR(C=10, kernel='linear')",0.7834607949458242,pi2,17.792460537283347,OCSVM,True,2
pi5,"SVR(C=10, kernel='linear')",0.7834607949458242,pi3,0.31604100297361937,OCSVM,True,2
pi5,"SVR(C=10, kernel='linear')",0.7834607949458242,pi4,2.861199695655025,OCSVM,True,2
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.3199706726121957,pi4,4.122594988820895,OCSVM,True,2
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.3199706726121957,pi5,0.24871250754639818,OCSVM,True,2
pi2,LinearRegression(),0.7515261413393348,pi4,0.10400589578421815,OCSVM,True,2
pi2,LinearRegression(),0.7515261413393348,pi5,33.04126986388123,OCSVM,True,2
pi4,LinearRegression(),0.04482255802688273,pi2,0.13673911503887792,OCSVM,True,2
pi4,LinearRegression(),0.04482255802688273,pi3,9.298192881915751,OCSVM,True,2
pi4,LinearRegression(),0.04482255802688273,pi5,30.00468212830317,OCSVM,True,2
pi5,LinearRegression(),0.7835930082114937,pi2,17.869807645613214,OCSVM,True,2
pi5,LinearRegression(),0.7835930082114937,pi3,0.33323097234021537,OCSVM,True,2
pi5,LinearRegression(),0.7835930082114937,pi4,2.871969366141877,OCSVM,True,2
pi3,LinearRegression(),0.338311312661444,pi4,4.394492669089475,OCSVM,True,2
pi3,LinearRegression(),0.338311312661444,pi5,0.6536666143174394,OCSVM,True,2
pi5,SVR(),0.8493261243798015,pi3,0.5325794418067031,MMD OCSVM Verify,True,2
pi3,"SVR(C=100, epsilon=0.2)",0.44838618324253865,pi5,1.1409161088971045,MMD OCSVM Verify,True,2
pi5,"SVR(C=10, kernel='linear')",0.7834607949458242,pi3,0.31604100297361937,MMD OCSVM Verify,True,2
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.3199706726121957,pi5,0.24871250754639818,MMD OCSVM Verify,True,2
pi5,LinearRegression(),0.7835930082114937,pi3,0.33323097234021537,MMD OCSVM Verify,True,2
pi3,LinearRegression(),0.338311312661444,pi5,0.6536666143174394,MMD OCSVM Verify,True,2
pi3,"SVR(C=1, epsilon=0.2)",0.09342562457855397,pi4,1.0108680264696135,MMD,False,3
pi4,"SVR(C=100, epsilon=0.2)",0.9898772035296904,pi3,1.0593605729428002,MMD,False,3
pi3,SVR(kernel='linear'),0.017788648168240884,pi4,0.7563672675926022,MMD,False,3
pi4,SVR(kernel='linear'),0.9840158859835396,pi3,2.0761275967016957,MMD,False,3
pi3,LinearRegression(),0.022267055512205314,pi4,0.6482780894995724,MMD,False,3
pi4,LinearRegression(),0.9841992282019986,pi3,2.1005963647205275,MMD,False,3
pi2,"SVR(C=1, epsilon=0.2)",0.9422671647900773,pi4,2.6465718292919815,OCSVM,False,3
pi4,"SVR(C=100, epsilon=0.2)",0.9898772035296904,pi2,1.2381567841255334,OCSVM,False,3
pi4,"SVR(C=100, epsilon=0.2)",0.9898772035296904,pi3,1.0593605729428002,OCSVM,False,3
pi3,"SVR(C=1, epsilon=0.2)",0.09342562457855397,pi4,1.0108680264696135,OCSVM,False,3
pi2,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9412331647628135,pi4,0.09024735499145786,OCSVM,False,3
pi4,SVR(kernel='linear'),0.9840158859835396,pi2,0.029184660630701353,OCSVM,False,3
pi4,SVR(kernel='linear'),0.9840158859835396,pi3,2.0761275967016957,OCSVM,False,3
pi3,SVR(kernel='linear'),0.017788648168240884,pi4,0.7563672675926022,OCSVM,False,3
pi2,LinearRegression(normalize=True),0.9412602561556124,pi4,0.09050873218131605,OCSVM,False,3
pi4,LinearRegression(),0.9841992282019986,pi2,0.02288806204632754,OCSVM,False,3
pi4,LinearRegression(),0.9841992282019986,pi3,2.1005963647205275,OCSVM,False,3
pi3,LinearRegression(),0.022267055512205314,pi4,0.6482780894995724,OCSVM,False,3
pi4,"SVR(C=100, epsilon=0.2)",0.9898772035296904,pi3,1.0593605729428002,MMD OCSVM Verify,False,3
pi3,"SVR(C=1, epsilon=0.2)",0.09342562457855397,pi4,1.0108680264696135,MMD OCSVM Verify,False,3
pi4,SVR(kernel='linear'),0.9840158859835396,pi3,2.0761275967016957,MMD OCSVM Verify,False,3
pi3,SVR(kernel='linear'),0.017788648168240884,pi4,0.7563672675926022,MMD OCSVM Verify,False,3
pi4,LinearRegression(),0.9841992282019986,pi3,2.1005963647205275,MMD OCSVM Verify,False,3
pi3,LinearRegression(),0.022267055512205314,pi4,0.6482780894995724,MMD OCSVM Verify,False,3
pi3,"SVR(C=10, epsilon=0.01)",0.03886186531162095,pi4,1.0094294114875524,MMD,True,3
pi4,"SVR(C=100, epsilon=0.01)",0.989617351070464,pi3,1.0440383936454802,MMD,True,3
pi3,"SVR(C=0.01, epsilon=0, kernel='linear')",-0.0016667248329989004,pi4,1.0002446939086078,MMD,True,3
pi4,SVR(kernel='linear'),0.9839459379439334,pi3,1.7710287769127373,MMD,True,3
pi3,LinearRegression(),0.022266755733689636,pi4,0.6482783253278779,MMD,True,3
pi4,LinearRegression(),0.9841992209672943,pi3,2.100595954641662,MMD,True,3
pi2,"SVR(C=0.1, epsilon=0.01)",0.9381403114274515,pi4,2.672470869225971,OCSVM,True,3
pi4,"SVR(C=100, epsilon=0.01)",0.989617351070464,pi2,1.3568185442660545,OCSVM,True,3
pi4,"SVR(C=100, epsilon=0.01)",0.989617351070464,pi3,1.0440383936454802,OCSVM,True,3
pi3,"SVR(C=10, epsilon=0.01)",0.03886186531162095,pi4,1.0094294114875524,OCSVM,True,3
pi2,SVR(kernel='linear'),0.9409415165847653,pi4,0.08516085747423052,OCSVM,True,3
pi4,SVR(kernel='linear'),0.9839459379439334,pi2,0.029811149162423667,OCSVM,True,3
pi4,SVR(kernel='linear'),0.9839459379439334,pi3,1.7710287769127373,OCSVM,True,3
pi3,"SVR(C=0.01, epsilon=0, kernel='linear')",-0.0016667248329989004,pi4,1.0002446939086078,OCSVM,True,3
pi2,LinearRegression(),0.9412602246498437,pi4,0.09050824695358395,OCSVM,True,3
pi4,LinearRegression(),0.9841992209672943,pi2,0.022888112506626812,OCSVM,True,3
pi4,LinearRegression(),0.9841992209672943,pi3,2.100595954641662,OCSVM,True,3
pi3,LinearRegression(),0.022266755733689636,pi4,0.6482783253278779,OCSVM,True,3
pi4,"SVR(C=100, epsilon=0.01)",0.989617351070464,pi3,1.0440383936454802,MMD OCSVM Verify,True,3
pi3,"SVR(C=10, epsilon=0.01)",0.03886186531162095,pi4,1.0094294114875524,MMD OCSVM Verify,True,3
pi4,SVR(kernel='linear'),0.9839459379439334,pi3,1.7710287769127373,MMD OCSVM Verify,True,3
pi3,"SVR(C=0.01, epsilon=0, kernel='linear')",-0.0016667248329989004,pi4,1.0002446939086078,MMD OCSVM Verify,True,3
pi4,LinearRegression(),0.9841992209672943,pi3,2.100595954641662,MMD OCSVM Verify,True,3
pi3,LinearRegression(),0.022266755733689636,pi4,0.6482783253278779,MMD OCSVM Verify,True,3
